user_id,artist_id,plays
0,9151,27
0,5852,3
0,15171,4
0,1260,49
0,5406,29
0,4318,1
0,9974,1
0,8144,1
0,10772,1
0,15265,1
0,16977,4
0,17098,1
0,6866,1
0,9068,15
0,10472,5
0,2632,1
0,12682,1
0,19434,1
0,2203,31
0,4035,1
0,19619,5
0,11600,1
0,19842,3
0,9604,14
0,5727,1
0,1233,18
0,13172,4
0,20347,1
0,5209,1
0,5058,2
0,17015,2
0,2921,3
0,1822,4
0,9244,1
0,13587,1
0,5415,1
0,5818,1
0,9069,1
0,11224,1
0,2231,3
0,21787,1
0,16307,1
0,5607,3
0,3050,2
0,808,1
0,14518,1
0,22034,7
0,12511,1
0,16866,6
0,11788,1
0,20097,1
0,11725,2
0,11092,1
0,12077,1
0,5263,1
0,8623,4
0,12401,2
0,7565,7
0,13495,3
0,7977,1
0,4783,1
0,7435,1
0,21099,1
0,3245,1
0,6310,3
0,6987,1
0,21838,1
0,4160,31
0,15461,1
0,2801,3
0,4403,2
0,2552,1
0,18061,1
0,867,4
0,16108,1
0,13876,4
0,8280,4
0,2818,1
0,17933,2
0,6334,3
0,8217,1
0,648,1
0,15234,1
0,14968,3
0,17890,1
0,11063,31
0,1485,7
0,15895,1
0,5535,1
0,6597,2
0,9201,12
0,6857,4
0,11121,6
0,4464,6
0,8474,2
0,12312,11
0,18774,3
0,5581,2
0,20990,2
0,17215,5
0,12837,2
0,20559,2
0,620,3
0,20053,2
0,11883,2
0,5300,2
0,19227,2
0,5480,3
0,11549,4
0,10159,2
0,10633,12
0,1729,5
0,21711,2
0,12531,2
0,15877,2
0,1930,4
0,3669,2
0,3689,2
0,11143,2
0,2936,1
0,10284,1
0,11223,1
0,13623,1
0,11970,4
0,6559,1
0,16454,2
0,2786,36
0,3675,3
0,7151,6
0,17265,12
0,16218,5
0,18899,2
0,21264,2
0,14031,4
0,17639,10
0,13825,2
0,13709,3
0,9368,10
0,20336,1
0,9839,2
0,18278,1
0,13650,2
0,12013,2
0,5269,10
0,18385,4
0,18128,3
0,15703,1
0,13269,2
0,8047,1
0,11453,1
0,8707,27
0,9983,26
0,191,21
0,10164,59
0,12772,1
0,6760,39
0,484,10
0,2529,1
0,8920,2
0,5063,2
0,14116,2
0,4516,2
0,13840,12
0,2369,2
0,9379,3
0,8890,52
0,5306,2
0,17144,1
0,14579,1
0,6810,2
0,13277,6
0,9586,6
0,19537,2
0,8649,9
0,19635,1
0,8820,2
0,18391,3
0,2919,47
0,4664,1
0,18007,3
0,7430,1
0,3580,25
0,7441,15
0,4363,3
0,6681,1
0,1990,8
0,9873,1
0,9045,1
0,6827,12
0,6361,2
0,1783,1
0,22343,3
0,12548,3
0,20168,3
0,22353,3
0,17236,3
0,18148,3
0,8044,3
0,16618,6
0,17965,10
0,1827,2
0,7836,3
0,1252,11
0,19762,4
0,537,7
0,19490,3
0,12362,18
0,14474,5
0,2200,3
0,7326,3
0,19716,5
0,18516,1
0,1929,5
0,5083,9
0,16290,2
0,5169,2
0,14875,1
0,4205,4
0,1978,2
0,17277,2
0,6709,5
0,2221,1
0,3943,2
0,19784,1
0,1561,3
0,1088,1
0,16663,3
0,6667,5
0,10641,56
0,8160,1
0,7596,1
0,5821,1
0,7320,1
0,4653,1
0,14460,2
0,14375,1
0,14669,1
0,5035,1
0,18546,1
0,6952,1
0,10643,1
0,19781,1
0,19880,19
0,6919,1
0,18935,1
0,13514,1
0,15625,1
0,8413,1
0,3733,1
0,4887,1
0,11752,1
0,12600,1
0,10616,1
0,18785,1
0,19296,1
0,13163,2
0,3839,1
0,10389,1
0,19415,2
0,19578,3
0,1964,6
0,14051,1
0,4975,77
0,18968,1
0,3959,1
0,10400,1
0,16693,1
0,21018,1
0,19550,2
0,17800,1
0,19506,2
0,13817,1
0,7303,2
0,18917,2
0,836,1
0,1939,12
0,1714,9
0,10968,1
0,822,2
0,15474,20
0,15353,2
0,16775,6
0,14415,3
0,1371,18
0,10827,82
0,22183,4
0,17238,4
0,154,1
0,7551,1
0,8359,4
0,16339,10
0,8740,1
0,2256,5
0,13130,3
0,11888,3
0,22044,3
0,22074,11
0,17133,16
0,14161,18
0,3096,15
0,17234,1
0,9928,1
0,20264,1
0,281,1
0,1853,12
0,18230,1
0,17013,4
0,13689,1
0,7168,4
0,22373,1
0,1603,17
0,12431,2
0,6337,33
0,17090,1
0,21500,1
0,21571,1
0,1574,1
0,7213,1
0,21913,1
0,5429,3
0,1606,1
0,16645,1
0,14644,11
0,22410,7
0,10186,3
0,12722,1
0,11998,52
0,21905,1
0,18114,2
0,2098,1
0,5801,1
0,15827,1
0,18435,1
0,3168,1
0,18686,1
0,9790,1
0,2376,1
0,20456,3
0,7042,1
0,16894,1
0,18502,1
0,1741,11
0,1159,8
0,7445,71
0,5524,15
0,10196,13
0,35,12
0,8764,10
0,17637,367
0,3656,8
0,13617,2
0,20838,2
0,12856,12
0,18525,118
0,18101,3
0,12300,6
0,11540,1
0,4188,3
0,13012,2
0,221,66
0,6,7
0,3144,2
0,14331,1
0,16120,4
0,17043,6
0,9803,7
0,6466,5
0,21829,2
0,1825,1
0,16031,10
0,4807,5
0,3512,3
0,14288,1
0,16101,1
0,20891,8
0,2934,3
0,16221,1
0,11979,73
0,9297,6
0,11954,2
0,12375,1
0,10055,35
0,454,1
0,2093,45
0,22256,12
0,14635,1
0,15598,3
0,3357,2
0,19044,3
0,5853,2
0,714,4
0,3299,3
0,14406,2
0,15198,41
0,21244,16
0,17206,17
0,2476,43
0,13747,5
0,7502,2
0,11096,2
0,14820,19
0,4375,1
0,18796,7
0,6655,13
0,3405,4
0,20183,3
0,11403,15
0,2817,1
0,532,1
0,7864,1
0,9224,19
0,6169,9
0,6965,1
0,7140,1
0,9862,8
0,6601,15
0,2386,6
0,21761,4
0,11410,1
0,16686,1
0,19959,1
0,5220,7
0,14503,2
0,12069,1
0,14197,1
0,17701,1
0,18469,48
0,7328,9
0,9020,1
0,18291,7
0,15318,1
0,17801,2
0,17457,2
0,19468,9
0,7154,1
0,21347,15
0,18562,3
0,2823,2
0,2999,3
0,9303,1
0,15043,62
0,8901,1
0,15736,1
0,21516,2
0,6086,11
0,2207,3
0,15115,5
0,753,1
0,14558,3
0,14849,3
0,15007,61
0,18274,1
0,19823,1
0,13270,1
0,18163,1
0,17869,22
0,20459,1
0,15997,1
0,19184,8
0,3238,10
0,15178,1
0,20209,10
0,21298,1
0,1721,2
0,16750,1
0,14517,3
0,5200,1
0,19304,49
0,9274,2
0,11976,132
0,17240,12
0,22202,5
0,22808,8
0,12839,4
0,2470,7
0,11868,15
0,20682,34
0,15496,4
0,11384,5
0,18398,7
0,18040,6
0,17523,48
0,15522,16
0,18872,48
0,13188,1
0,2333,1
0,20813,2
0,4007,1
0,5045,1
0,20920,1
0,6892,1
0,19957,3
0,13189,1
0,11501,1
0,9649,1
0,925,1
0,16187,1
0,9686,1
0,9758,1
0,8249,3
0,11681,1
0,13416,1
0,22547,1
0,1259,4
0,2300,4
0,13869,58
0,17310,4
0,10779,19
0,21441,5
0,21538,2
0,13718,1
0,5893,34
0,2348,1
0,434,1
0,19169,3
0,4903,11
0,10020,1
0,7853,14
0,18313,7
0,6033,10
0,3202,13
0,19900,89
0,10085,39
0,17079,2
0,17444,49
0,3738,4
0,10745,4
0,4885,56
0,3875,51
0,754,2
0,6493,1
0,20003,3
0,18995,84
0,2339,3
0,4794,12
0,17298,17
0,19677,7
0,20609,19
0,1865,10
0,5090,1
0,9665,60
0,5649,9
0,20567,8
0,7691,2
0,4074,2
0,17324,3
0,3893,1
0,20515,3
0,7378,2
0,2543,3
0,10340,2
0,4720,2
0,3506,50
0,19705,2
0,8024,10
0,3135,3
0,5530,3
0,4086,3
0,12259,2
0,17731,1
0,188,1
0,18248,18
0,5747,7
0,11656,21
0,2691,1
0,14868,1
0,16236,1
0,3833,1
0,11080,9
0,15445,7
0,17492,3
0,12857,1
0,16873,2
0,12104,26
0,8383,10
0,6900,4
0,14550,35
0,15633,49
0,5779,3
0,2358,9
0,3644,9
0,8129,6
0,450,1
0,15284,32
0,6530,26
0,2711,1
0,730,1
0,7876,8
0,19347,1
0,22231,11
0,15344,15
0,12552,21
0,5870,9
0,13834,14
0,1033,18
0,12576,1
0,9499,1
0,18720,2
0,18096,8
0,5780,4
0,15861,6
0,6150,1
0,1004,1
0,17104,1
0,17103,4
0,14033,1
0,3400,2
0,12,1
0,15763,2
0,13405,2
0,1494,7
0,13933,1
0,12337,1
0,6539,3
0,941,1
0,12842,1
0,1234,68
0,20660,1
0,15489,1
0,18457,23
0,8294,1
0,21797,1
0,13345,1
0,3260,4
0,15439,6
0,6589,22
0,19616,3
0,5171,25
0,18799,24
0,14259,5
0,18802,82
0,6326,7
0,21039,3
0,13259,64
0,21203,5
0,17805,24
0,7404,9
0,20167,3
0,7950,2
0,11866,74
0,18233,1
0,22270,2
0,7676,2
0,22211,4
0,21804,1
0,21748,1
0,11863,1
0,22814,1
0,22236,1
0,10263,1
0,22813,15
0,22800,12
0,15844,1
0,2487,1
0,14545,1
0,1219,1
0,22820,3
0,2951,1
0,22759,1
0,3902,12
0,854,7
0,15180,9
0,9311,1
0,12959,17
0,5868,13
0,21493,1
0,5210,6
0,21496,2
0,18076,9
0,13465,1
0,15756,1
0,12318,1
0,1450,1
0,19238,5
0,19898,1
0,1742,1
0,7926,3
0,7804,1
0,8295,1
0,10299,6
0,17275,11
0,19710,13
0,16554,4
0,2301,15
0,19168,2
0,18262,7
0,7273,1
0,19519,18
0,578,2
0,2771,8
0,1412,2
0,3742,1
0,13986,8
0,8390,8
0,2974,2
0,4836,9
0,12703,3
0,20446,6
0,17453,52
0,12714,27
0,13826,17
0,17693,1
0,3909,3
0,16601,3
0,1857,2
0,13334,2
0,742,4
0,20590,9
0,20791,2
0,10837,3
0,22375,3
0,11420,5
0,8429,3
0,13067,2
0,11025,2
0,8035,2
0,1513,8
0,17148,2
0,2981,2
0,4542,2
0,9098,2
0,9225,4
0,8398,2
0,11339,2
0,7389,2
0,18249,3
0,20843,2
0,4039,4
0,19160,13
0,14386,7
0,19065,14
0,18921,33
0,2079,3
0,1292,4
0,21841,3
0,14346,26
0,19933,6
0,21108,33
0,20772,2
0,14676,25
0,21336,13
0,9057,9
0,14975,2
0,16061,29
0,12392,4
0,4968,1
0,5192,16
0,7557,1
0,8772,1
0,1285,162
0,21707,1
0,9262,3
0,18822,3
0,364,1
0,19000,1
0,17558,1
0,1381,3
0,840,27
0,2277,86
0,16815,15
0,18046,1
0,1535,3
0,12201,1
0,12200,24
0,12916,38
0,20955,1
0,18087,5
0,899,2
0,20578,1
0,4632,5
0,11931,6
0,13923,1
0,1760,1
0,16377,2
0,17815,6
0,5395,1
0,15129,2
0,11734,4
0,8747,11
0,15295,3
0,18394,6
0,21470,1
0,18629,8
0,4877,3
0,20931,3
0,21329,1
0,15854,1
0,9888,1
0,9326,29
0,12967,2
0,15981,1
0,13339,1
0,3150,35
0,17538,45
0,7575,4
0,13845,3
0,12213,5
0,1878,29
0,5634,1
0,13122,12
0,21304,14
0,13295,43
0,6946,17
0,5701,3
0,2570,3
0,15311,4
0,7743,5
0,20745,4
0,10204,3
0,4805,1
0,17562,1
0,10861,1
0,12358,1
0,13141,1
0,13548,2
0,22157,10
0,8017,1
0,14901,21
0,20623,1
0,8487,4
0,6436,13
0,1235,16
0,4146,1
0,2769,4
0,18780,1
0,634,8
0,17247,2
0,21660,15
0,2789,28
0,19603,4
0,9162,2
0,5195,1
0,7699,3
0,11796,1
0,4766,1
0,4092,6
0,19427,2
0,21965,1
0,19855,13
0,17458,1
0,13087,11
0,1897,2
0,15697,12
0,1958,30
0,19696,1
0,18465,1
0,20093,1
0,8039,1
0,20353,1
0,3761,2
0,3354,6
0,9778,1
0,1286,8
0,11354,3
0,6183,3
0,20673,3
0,3620,6
0,4168,18
0,5485,2
0,10375,1
0,16353,3
0,16163,1
0,18783,1
0,16448,28
0,7983,1
0,11543,1
0,3434,4
0,18052,2
0,16947,8
0,22459,2
0,11964,3
0,3442,1
0,9340,3
0,21790,1
0,21833,2
0,6792,2
0,3219,4
0,10614,5
0,6341,3
0,1399,1
0,17977,48
0,1097,3
0,9180,11
0,3290,10
0,13631,2
0,12669,4
0,20536,5
0,13450,1
0,16500,1
0,5130,2
0,812,3
0,9160,1
0,13699,3
0,1737,2
0,3195,45
0,30,5
0,21961,1
0,876,3
0,17870,1
0,7327,8
0,22100,4
0,205,10
0,22083,4
0,8452,3
0,6984,10
0,713,4
0,22056,2
0,20034,1
0,13279,1
0,16540,31
0,7044,1
0,11271,24
0,9907,1
0,9036,1
0,11229,1
0,17370,2
0,9482,3
0,106,4
0,18555,1
0,10451,1
0,6846,1
0,6624,15
0,19600,1
0,14701,1
0,11105,1
0,5205,3
0,5167,1
0,8431,1
0,8998,1
0,11469,1
0,5790,1
0,7681,3
0,7812,1
0,4186,6
0,11356,9
0,4878,12
0,4927,1
0,2432,11
0,15456,5
0,17531,1
0,17025,4
0,1179,5
0,16360,10
0,21873,2
0,21430,3
0,5774,1
0,4449,5
0,12123,3
0,18120,4
0,19593,1
0,7519,23
0,757,4
0,21639,1
0,18734,2
0,7419,5
0,21246,47
0,17276,2
0,5664,12
0,12805,1
0,6162,2
0,13435,8
0,12874,1
0,8705,9
0,21412,12
0,11020,1
0,10222,1
0,3123,2
0,1675,27
0,12133,1
0,14524,1
0,3650,1
0,2674,1
0,15747,6
0,18428,1
0,21391,4
0,21419,3
0,21000,4
0,21421,3
0,20983,1
0,3118,51
0,11206,8
0,4378,18
0,21267,13
0,195,3
0,6942,5
0,11189,3
0,15240,2
0,66,1
0,12844,1
0,197,13
0,196,1
0,9909,2
0,21565,1
0,17474,1
0,166,1
0,9051,1
0,3791,1
0,21771,27
0,9545,7
0,11917,50
0,14647,17
0,6211,16
0,16786,12
0,2553,11
0,4290,1
0,13236,3
0,6541,2
0,21069,14
0,4414,1
0,19211,4
0,10104,2
0,6413,2
0,16760,21
0,12223,16
0,12074,3
0,18680,7
0,3590,7
0,16784,3
0,4442,4
0,17555,10
0,8964,11
0,891,7
0,12619,13
0,16043,1
0,9950,48
0,8697,1
0,19272,2
0,13603,1
0,14302,2
0,15591,24
0,20131,2
0,15324,1
0,20301,3
0,14266,4
0,8737,8
0,7617,2
0,21724,26
0,15505,2
0,7595,1
0,11211,6
0,15264,6
0,20982,15
0,5440,4
0,20431,14
0,11210,2
0,8719,9
0,8730,4
0,15994,1
0,1658,1
0,21596,2
0,3446,85
0,22066,1
0,4179,5
0,3342,2
0,1596,5
0,22269,1
0,6668,1
0,8395,3
0,4546,5
0,4588,4
0,1460,1
0,7554,48
0,4829,2
0,3770,1
0,7164,1
0,20583,1
0,21704,1
0,10253,15
0,9223,1
0,8781,3
0,14536,2
0,9958,1
0,6580,1
0,8449,3
0,1256,3
0,20478,9
0,15773,1
0,18411,1
0,11464,45
0,2848,3
0,10128,6
0,20073,1
0,12640,8
0,21977,6
0,11218,6
0,13946,2
0,10315,6
0,19574,4
0,7787,4
0,10111,2
0,10202,5
0,18755,1
0,15349,34
0,16459,1
0,14235,1
0,13376,1
0,3510,2
0,17396,1
0,4264,1
0,800,1
0,8434,1
0,21622,11
0,17921,2
0,711,1
0,4456,34
0,17831,3
0,14791,2
0,4666,1
0,7624,1
0,17052,1
0,6045,1
0,724,55
0,17299,12
0,8744,2
0,19481,14
0,17466,2
0,293,2
0,8830,6
0,22237,1
0,7671,33
0,9071,19
0,8738,10
0,11763,10
0,12689,1
0,9874,1
0,20607,19
0,15678,3
0,21388,26
0,16444,17
0,2102,1
0,18476,5
0,21532,5
0,16443,5
0,19739,42
0,17844,12
0,1250,43
0,21187,2
0,13409,8
0,1624,5
0,14101,3
0,21969,1
0,14827,1
0,19472,1
0,14322,1
0,13370,1
0,20072,1
0,5977,11
0,6608,1
0,15053,1
0,20575,8
0,2998,1
0,4710,8
0,10698,1
0,4024,1
0,14880,1
0,7113,1
0,11927,3
0,14316,3
0,16042,4
0,11851,1
0,21832,10
0,223,1
0,18501,1
0,2841,1
0,17181,1
0,13542,1
0,21581,8
0,20377,12
0,19562,7
0,16062,1
0,1516,1
0,10938,4
0,20502,1
0,6259,1
0,18510,2
0,6447,1
0,10293,1
0,20950,1
0,5472,1
0,4294,1
0,1350,1
0,11848,1
0,14581,4
0,9654,1
0,4117,2
0,11274,1
0,5489,1
0,21623,7
0,20900,1
0,19860,2
0,259,1
0,9805,30
0,18700,47
0,21973,7
0,7391,2
0,20450,2
0,1295,2
0,20511,6
0,11561,1
0,471,1
0,10267,1
0,3954,4
0,17515,10
0,21791,7
0,13051,28
0,6394,21
0,5326,1
0,7319,1
0,15970,3
0,3559,1
0,16430,2
0,4828,29
0,10113,11
0,22670,1
0,2418,56
0,4249,2
0,15046,10
0,5374,13
0,18830,16
0,3064,2
0,19300,47
0,7409,1
0,17841,5
0,9929,3
0,21741,1
0,16212,3
0,10680,16
0,17167,2
0,10028,5
0,19749,1
0,12464,1
0,1954,2
0,19598,1
0,1225,1
0,13098,19
0,1917,2
0,6646,3
0,18099,39
0,210,1
0,15110,1
0,12212,7
0,4452,20
0,10461,2
0,9290,2
0,18524,2
0,16128,4
0,15731,1
0,2939,1
0,8003,2
0,17938,6
0,15750,1
0,8195,4
0,7527,2
0,13373,5
0,13656,1
0,5305,5
0,16973,13
0,11665,3
0,6832,2
0,12162,1
0,21633,3
0,3014,1
0,4133,1
0,11685,1
0,302,1
0,20473,1
0,17360,2
0,11827,1
0,12906,1
0,5292,2
0,5464,1
0,10712,1
0,19882,1
0,14613,1
0,11117,1
0,18207,2
0,3894,4
0,5973,1
0,13335,4
0,20067,1
0,2787,2
0,9771,5
0,15950,1
0,4296,2
0,3324,1
0,549,4
0,10218,2
0,6230,13
0,17494,1
0,8708,2
0,21036,1
0,17640,1
0,6705,15
0,6558,4
0,15757,4
0,21415,3
0,1038,1
0,1692,1
0,12204,2
0,7678,6
0,4956,2
0,15462,9
0,16667,1
0,12807,1
0,1595,2
0,18840,2
0,9204,11
0,4480,1
0,2168,1
0,7006,1
0,18631,2
0,19323,2
0,597,3
0,21535,1
0,6036,4
0,6785,6
0,10229,6
0,3911,35
0,75,1
0,18416,1
0,6971,3
0,16493,1
0,13503,1
0,6271,2
0,123,3
0,19463,16
0,9512,6
0,383,19
0,14530,13
0,11993,1
0,21414,4
0,15296,14
0,19268,3
0,14238,10
0,7759,5
0,10636,2
0,11915,5
0,6057,5
0,21775,1
0,6118,1
0,9885,3
0,17316,1
0,4171,1
0,17187,8
0,10733,1
0,894,1
0,22338,1
0,21560,1
0,4111,1
0,8083,1
0,716,1
0,5624,21
0,11797,11
0,363,2
0,20276,1
0,10199,1
0,6512,1
0,11637,6
0,20152,9
0,4291,1
0,4349,5
0,11193,1
0,12846,2
0,2365,4
0,21132,4
0,4894,1
0,9241,4
0,3568,20
0,6048,5
0,2148,4
0,16467,5
0,3368,44
0,1581,12
0,20465,5
0,10611,1
0,1789,1
0,9576,1
0,18579,1
0,21827,1
0,4510,1
0,17690,1
0,8273,1
0,11559,1
0,7546,1
0,5672,1
0,2679,1
0,6024,14
0,6214,2
0,17222,4
0,11803,7
0,21231,2
0,7541,1
0,21742,3
0,8630,3
0,8670,1
0,6350,1
0,15167,26
0,14838,12
0,19068,1
0,16318,6
0,8535,1
0,4675,3
0,13919,36
0,2837,18
0,19733,4
0,15554,52
0,2414,13
0,9334,4
0,16827,4
0,5903,16
0,15835,40
0,13927,15
0,14179,22
0,18914,11
0,18894,1
0,2562,4
0,18748,8
0,8450,8
0,19736,7
0,7067,15
0,6481,2
0,847,1
0,4840,2
0,14171,2
0,11421,11
0,5666,2
0,14252,4
0,17204,29
0,6679,1
0,2164,3
0,9927,1
0,1447,1
0,121,2
0,3448,2
0,9806,1
0,15281,1
0,13669,1
0,22445,1
0,22354,1
0,14149,7
0,3587,1
0,1108,1
0,2858,1
0,12106,1
0,10439,3
0,5967,3
0,13566,1
0,17804,9
0,8192,1
0,7112,10
0,17037,1
0,2494,42
0,5361,1
0,13806,8
0,19110,13
0,19647,1
0,15120,45
0,19208,1
0,2975,1
0,8279,1
0,16456,1
0,12581,1
0,6779,1
0,10548,7
0,9325,1
0,21161,1
0,3110,2
0,16580,5
0,17170,1
0,21213,1
0,7744,2
0,5890,16
0,3239,3
0,3537,8
0,7178,1
0,5795,11
0,11243,1
0,20259,2
0,8404,1
0,3936,4
0,18811,31
0,8373,1
0,19286,2
0,19646,1
0,3829,1
0,19556,1
0,16175,1
0,2783,1
0,12894,1
0,4087,1
0,10584,1
0,20411,1
0,3690,1
0,409,1
0,20809,1
0,14564,1
0,7026,1
0,16458,1
0,13545,1
0,1643,1
0,6612,1
0,14614,1
0,76,1
0,18620,1
0,17821,1
0,7682,1
0,5030,1
0,12495,1
0,13050,1
0,8455,1
0,7096,1
0,7292,1
0,17606,13
0,19660,3
0,17799,7
0,1005,11
0,12145,5
0,2128,7
0,7973,8
0,6044,29
0,17297,16
0,17094,13
0,9743,1
0,404,11
0,18732,1
0,12125,2
0,975,5
0,17793,1
0,20120,1
0,1941,3
0,6588,32
0,5181,3
0,21475,1
0,6643,8
0,6525,1
0,7562,10
0,3284,12
0,16096,1
0,9722,3
0,14304,4
0,2556,17
0,12728,7
0,3112,6
0,1960,5
0,8268,23
0,582,1
0,19666,18
0,14928,5
0,14747,2
0,18438,3
0,10897,9
0,688,1
0,21460,1
0,21273,11
0,11388,8
0,13387,7
0,18281,5
0,15908,10
0,11434,1
0,3452,2
0,7739,3
0,5605,2
0,13289,1
0,17399,4
0,10084,3
0,406,3
0,7763,4
0,15251,8
0,4661,8
0,21721,1
0,20246,3
0,19363,6
0,21929,14
0,691,3
0,20823,15
0,7060,1
0,9174,1
0,10114,8
0,8805,1
0,18035,6
0,16983,2
0,6994,1
0,7568,1
0,4288,5
0,21590,1
0,464,1
0,1246,5
0,19688,90
0,5161,2
0,2327,21
0,16712,39
0,20593,3
0,10182,1
0,17617,2
0,21177,5
0,10670,2
0,17151,1
0,6480,2
0,3026,1
0,9293,26
0,19287,17
0,9264,9
0,4695,73
0,17711,17
0,18279,2
0,18092,1
0,19896,1
0,19909,6
0,19577,12
0,22153,1
0,14535,2
0,6787,8
0,7011,16
0,12508,2
0,19285,9
0,2942,7
0,16820,2
0,19373,12
0,18089,1
0,7893,2
0,20486,1
0,12964,1
0,7866,1
0,8480,1
0,17448,1
0,7197,1
0,19585,3
0,1821,1
0,21575,1
0,3113,1
0,2762,1
0,20862,1
0,1094,1
0,21263,2
0,596,3
0,6772,3
0,6701,1
0,8986,1
0,749,2
0,19878,11
0,7968,1
0,5652,1
0,821,3
0,19137,1
0,4191,2
0,708,2
0,1876,1
0,16664,1
0,22076,4
0,2779,25
0,1377,6
0,19840,2
0,19745,5
0,15081,7
0,12955,7
0,14492,7
0,472,4
0,6179,1
0,17410,5
0,5614,4
0,15114,2
0,4902,1
0,10726,2
0,12559,1
0,14354,4
0,18913,9
0,14066,5
0,7749,12
0,4823,14
0,7745,29
0,8158,3
0,15796,2
0,19953,5
0,19977,16
0,5895,2
0,3378,3
0,853,2
0,5885,8
0,12828,9
0,3145,9
0,1093,12
0,13887,13
0,22472,6
0,7962,1
0,7633,4
0,21964,2
0,11951,1
0,12270,10
0,3467,2
0,9203,2
0,1837,7
0,12735,4
0,19459,35
0,743,2
0,2806,7
0,19912,9
0,13770,89
0,6616,1
0,19278,2
0,15253,1
0,20292,1
0,9257,2
0,2954,3
0,21897,1
0,3117,1
0,18938,2
0,11570,1
0,3314,3
0,19311,13
0,6007,2
0,3346,1
0,10899,1
0,344,2
0,6054,8
0,6004,4
0,1199,26
0,5236,25
0,5221,1
0,2205,8
0,6135,1
0,7052,2
0,7345,1
0,19007,8
0,2229,1
0,14449,4
0,5499,2
0,14411,1
0,8912,1
0,9316,14
0,21208,1
0,12086,2
0,9348,1
0,709,1
0,3367,1
0,20700,8
0,1091,1
0,14064,1
0,19330,1
0,9209,1
0,1858,1
0,10537,1
0,15617,1
0,3776,4
0,13750,1
0,3453,1
0,12330,2
0,16835,4
0,8951,2
0,18225,19
0,22333,1
0,12851,4
0,12850,19
0,6605,24
0,20379,1
0,6552,3
0,9922,1
0,7949,1
0,17219,4
0,15145,2
0,8153,1
0,4305,5
0,15441,2
0,18941,20
0,2337,1
0,20256,1
0,10377,8
0,15826,2
0,18905,2
0,19309,1
0,15169,4
0,287,1
0,6676,1
0,5976,2
0,13305,1
0,6761,8
0,17526,3
0,3747,1
0,19252,1
0,16347,1
0,9946,2
0,1809,1
0,12672,1
0,3154,2
0,4266,1
0,13326,1
0,17849,1
0,9202,1
0,9609,1
0,19336,1
0,8888,6
0,19591,1
0,18270,1
0,9113,4
0,18730,9
0,11727,30
0,615,1
0,17248,4
0,1213,1
0,6650,3
0,14501,34
0,19805,2
0,19759,1
0,18786,1
0,19077,1
0,18722,2
0,13251,1
0,6431,2
0,3496,1
0,2196,1
0,14758,4
0,3042,9
0,3684,14
0,4197,4
0,12816,8
0,20481,9
0,16428,20
0,7179,5
0,722,7
0,17679,17
0,18603,5
0,7889,4
0,18750,2
0,15288,18
0,10979,19
0,1247,4
0,2349,1
0,20636,39
0,10343,1
0,2888,4
0,633,2
0,16148,1
0,15515,1
0,9449,14
0,21668,1
0,1065,8
0,3321,12
0,10219,4
0,2509,9
